ID,time,logVol,group,model,treatment_1,treatment_2,Model,Tumor_Type
X-146_BYL719 + LJM716,32,4.411585437,combi,X-146,BYL719,LJM716,X-146,GC
X-146_BYL719 + LJM716,35,3.937690752,combi,X-146,BYL719,LJM716,X-146,GC
X-146_BYL719 + LJM716,40,4.377014093,combi,X-146,BYL719,LJM716,X-146,GC
X-146_BYL719 + LJM716,53,4.600157644,combi,X-146,BYL719,LJM716,X-146,GC
X-146_BYL719 + LJM716,61,4.074141855,combi,X-146,BYL719,LJM716,X-146,GC
X-146_BYL719 + LJM716,64,3.642835516,combi,X-146,BYL719,LJM716,X-146,GC
X-146_LJM716,0,5.416100402,mono,X-146,LJM716,NA,X-146,GC
X-146_LJM716,4,5.23962837,mono,X-146,LJM716,NA,X-146,GC
X-146_LJM716,7,5.261134575,mono,X-146,LJM716,NA,X-146,GC
X-146_LJM716,11,4.787491743,mono,X-146,LJM716,NA,X-146,GC
X-146_LJM716,14,4.985659308,mono,X-146,LJM716,NA,X-146,GC
X-146_LJM716,18,5.013298412,mono,X-146,LJM716,NA,X-146,GC
X-146_LJM716,21,5.173320876,mono,X-146,LJM716,NA,X-146,GC
X-146_LJM716,26,4.988389685,mono,X-146,LJM716,NA,X-146,GC
X-146_LJM716,39,5.114995309,mono,X-146,LJM716,NA,X-146,GC
X-146_LJM716,47,4.662495253,mono,X-146,LJM716,NA,X-146,GC
X-146_LJM716,50,4.683056725,mono,X-146,LJM716,NA,X-146,GC
X-146_LJM716,53,4.845760651,mono,X-146,LJM716,NA,X-146,GC
X-146_LJM716,56,4.705920089,mono,X-146,LJM716,NA,X-146,GC
X-146_LJM716,60,4.606169686,mono,X-146,LJM716,NA,X-146,GC
X-154_BYL719 + HSP990,0,5.6337176,combi,X-154,BYL719,HSP990,X-154,GC
X-154_BYL719 + HSP990,4,5.80663986,combi,X-154,BYL719,HSP990,X-154,GC
X-154_BYL719 + HSP990,7,6.159940697,combi,X-154,BYL719,HSP990,X-154,GC
X-154_BYL719 + HSP990,11,5.975081068,combi,X-154,BYL719,HSP990,X-154,GC
X-154_BYL719 + HSP990,14,5.727173427,combi,X-154,BYL719,HSP990,X-154,GC
X-154_BYL719 + HSP990,17,5.64403247,combi,X-154,BYL719,HSP990,X-154,GC
X-154_BYL719 + HSP990,20,5.605802066,combi,X-154,BYL719,HSP990,X-154,GC
X-154_BYL719 + HSP990,24,5.761736868,combi,X-154,BYL719,HSP990,X-154,GC
X-154_BYL719 + HSP990,27,6.001662372,combi,X-154,BYL719,HSP990,X-154,GC
X-154_BYL719 + HSP990,31,5.807241183,combi,X-154,BYL719,HSP990,X-154,GC
X-154_BYL719 + HSP990,34,6.098298976,combi,X-154,BYL719,HSP990,X-154,GC
X-154_BYL719 + HSP990,38,6.496473286,combi,X-154,BYL719,HSP990,X-154,GC
X-154_BYL719 + HSP990,45,6.30426597,combi,X-154,BYL719,HSP990,X-154,GC
X-154_BYL719 + HSP990,48,6.436310612,combi,X-154,BYL719,HSP990,X-154,GC
X-154_BYL719 + HSP990,53,6.789984743,combi,X-154,BYL719,HSP990,X-154,GC
X-154_BYL719 + HSP990,66,7.206525648,combi,X-154,BYL719,HSP990,X-154,GC
X-154_BYL719,0,5.274536838,mono,X-154,BYL719,NA,X-154,GC
X-154_BYL719,3,5.187944309,mono,X-154,BYL719,NA,X-154,GC
X-154_BYL719,7,5.446737372,mono,X-154,BYL719,NA,X-154,GC
X-154_BYL719,10,6.012002198,mono,X-154,BYL719,NA,X-154,GC
X-154_BYL719,14,6.190725158,mono,X-154,BYL719,NA,X-154,GC
X-154_BYL719,21,6.648077403,mono,X-154,BYL719,NA,X-154,GC
X-154_BYL719,24,6.833785759,mono,X-154,BYL719,NA,X-154,GC
X-154_BYL719,29,7.104719113,mono,X-154,BYL719,NA,X-154,GC
X-154_BYL719,42,7.406103381,mono,X-154,BYL719,NA,X-154,GC
X-154_HSP990,0,5.310245937,mono,X-154,HSP990,NA,X-154,GC
X-154_HSP990,3,5.60837229,mono,X-154,HSP990,NA,X-154,GC
X-154_HSP990,7,5.610204128,mono,X-154,HSP990,NA,X-154,GC
X-154_HSP990,10,5.933570569,mono,X-154,HSP990,NA,X-154,GC
X-154_HSP990,14,5.920505458,mono,X-154,HSP990,NA,X-154,GC
X-154_HSP990,21,6.115229654,mono,X-154,HSP990,NA,X-154,GC
X-154_HSP990,24,6.156555167,mono,X-154,HSP990,NA,X-154,GC
X-154_HSP990,29,5.983936281,mono,X-154,HSP990,NA,X-154,GC
X-154_HSP990,42,6.06657202,mono,X-154,HSP990,NA,X-154,GC
X-154_HSP990,49,6.783778099,mono,X-154,HSP990,NA,X-154,GC
X-154_HSP990,52,6.988136391,mono,X-154,HSP990,NA,X-154,GC
X-154_HSP990,57,6.999604933,mono,X-154,HSP990,NA,X-154,GC
X-154_HSP990,60,7.194662051,mono,X-154,HSP990,NA,X-154,GC
X-154_untreated,0,5.591360045,control,X-154,NA,NA,X-154,GC
X-154_untreated,3,5.889985378,control,X-154,NA,NA,X-154,GC
X-154_untreated,7,6.365610972,control,X-154,NA,NA,X-154,GC
X-154_untreated,10,6.571582997,control,X-154,NA,NA,X-154,GC
X-154_untreated,14,6.769756781,control,X-154,NA,NA,X-154,GC
X-154_untreated,17,6.713806386,control,X-154,NA,NA,X-154,GC
X-154_untreated,21,6.918695219,control,X-154,NA,NA,X-154,GC
X-154_BYL719 + LJM716,0,5.704448919,combi,X-154,BYL719,LJM716,X-154,GC
X-154_BYL719 + LJM716,4,5.893851718,combi,X-154,BYL719,LJM716,X-154,GC
X-154_BYL719 + LJM716,7,5.974572679,combi,X-154,BYL719,LJM716,X-154,GC
X-154_BYL719 + LJM716,11,6.003393118,combi,X-154,BYL719,LJM716,X-154,GC
X-154_BYL719 + LJM716,14,6.187031331,combi,X-154,BYL719,LJM716,X-154,GC
X-154_BYL719 + LJM716,18,6.311008593,combi,X-154,BYL719,LJM716,X-154,GC
X-154_BYL719 + LJM716,21,6.389569301,combi,X-154,BYL719,LJM716,X-154,GC
X-154_BYL719 + LJM716,25,6.556920392,combi,X-154,BYL719,LJM716,X-154,GC
X-154_BYL719 + LJM716,28,6.642617171,combi,X-154,BYL719,LJM716,X-154,GC
X-154_BYL719 + LJM716,33,6.767803319,combi,X-154,BYL719,LJM716,X-154,GC
X-154_BYL719 + LJM716,46,7.592265266,combi,X-154,BYL719,LJM716,X-154,GC
X-154_LJM716,0,5.453610251,mono,X-154,LJM716,NA,X-154,GC
X-154_LJM716,4,5.626541394,mono,X-154,LJM716,NA,X-154,GC
X-154_LJM716,7,5.812038793,mono,X-154,LJM716,NA,X-154,GC
X-154_LJM716,11,5.994210773,mono,X-154,LJM716,NA,X-154,GC
X-154_LJM716,14,6.479277397,mono,X-154,LJM716,NA,X-154,GC
X-154_LJM716,18,6.659806609,mono,X-154,LJM716,NA,X-154,GC
X-154_LJM716,21,6.953206542,mono,X-154,LJM716,NA,X-154,GC
X-154_LJM716,25,7.237562496,mono,X-154,LJM716,NA,X-154,GC
X-154_INC280,0,5.325446034,mono,X-154,INC280,NA,X-154,GC
X-154_INC280,4,4.506454213,mono,X-154,INC280,NA,X-154,GC
X-154_INC280,7,4.034240638,mono,X-154,INC280,NA,X-154,GC
X-154_INC280,11,2.747270914,mono,X-154,INC280,NA,X-154,GC
X-154_INC280,14,2.610069793,mono,X-154,INC280,NA,X-154,GC
X-154_INC280,18,2.2300144,mono,X-154,INC280,NA,X-154,GC
X-154_INC280,21,2.415913778,mono,X-154,INC280,NA,X-154,GC
X-154_INC280,26,3.668676747,mono,X-154,INC280,NA,X-154,GC
X-154_INC280,39,4.175924549,mono,X-154,INC280,NA,X-154,GC
X-154_INC280,77,4.627909673,mono,X-154,INC280,NA,X-154,GC
X-154_INC280,81,4.465908119,mono,X-154,INC280,NA,X-154,GC
X-154_INC280,84,5.173320876,mono,X-154,INC280,NA,X-154,GC
X-154_INC280,88,5.185708422,mono,X-154,INC280,NA,X-154,GC
X-154_INC280 + trastuzumab,0,5.695750303,combi,X-154,INC280,trastuzumab,X-154,GC
X-154_INC280 + trastuzumab,10,4.08933202,combi,X-154,INC280,trastuzumab,X-154,GC
X-154_INC280 + trastuzumab,13,2.351375257,combi,X-154,INC280,trastuzumab,X-154,GC
X-154_INC280 + trastuzumab,16,2.2300144,combi,X-154,INC280,trastuzumab,X-154,GC
X-154_INC280 + trastuzumab,19,-0.597837001,combi,X-154,INC280,trastuzumab,X-154,GC
X-154_INC280 + trastuzumab,23,-0.597837001,combi,X-154,INC280,trastuzumab,X-154,GC
X-154_trastuzumab,0,5.626181229,mono,X-154,trastuzumab,NA,X-154,GC
X-154_trastuzumab,3,5.978885765,mono,X-154,trastuzumab,NA,X-154,GC
X-154_trastuzumab,7,6.019322875,mono,X-154,trastuzumab,NA,X-154,GC
X-154_trastuzumab,10,6.192362489,mono,X-154,trastuzumab,NA,X-154,GC
X-154_trastuzumab,14,6.534805763,mono,X-154,trastuzumab,NA,X-154,GC
X-154_trastuzumab,17,6.877296071,mono,X-154,trastuzumab,NA,X-154,GC
X-154_trastuzumab,20,7.102993061,mono,X-154,trastuzumab,NA,X-154,GC
X-154_trastuzumab,23,7.303843225,mono,X-154,trastuzumab,NA,X-154,GC
X-154_LEE011,0,5.363636833,mono,X-154,LEE011,NA,X-154,GC
X-154_LEE011,2,5.416544748,mono,X-154,LEE011,NA,X-154,GC
X-154_LEE011,6,5.632644447,mono,X-154,LEE011,NA,X-154,GC
X-154_LEE011,9,5.772375266,mono,X-154,LEE011,NA,X-154,GC
X-154_LEE011,13,5.591360045,mono,X-154,LEE011,NA,X-154,GC
X-154_LEE011,16,5.725217755,mono,X-154,LEE011,NA,X-154,GC
X-154_LEE011,20,5.891920417,mono,X-154,LEE011,NA,X-154,GC
X-154_LEE011,23,5.814428995,mono,X-154,LEE011,NA,X-154,GC
X-154_LEE011,26,5.82126917,mono,X-154,LEE011,NA,X-154,GC
X-154_LEE011,29,6.041206639,mono,X-154,LEE011,NA,X-154,GC
X-154_LEE011,33,6.347739411,mono,X-154,LEE011,NA,X-154,GC
X-154_LEE011,36,6.574657343,mono,X-154,LEE011,NA,X-154,GC
X-154_LEE011,40,6.589476533,mono,X-154,LEE011,NA,X-154,GC
X-154_LEE011,43,6.942929354,mono,X-154,LEE011,NA,X-154,GC
X-154_LEE011,47,6.98702846,mono,X-154,LEE011,NA,X-154,GC
X-154_LEE011,54,7.339992138,mono,X-154,LEE011,NA,X-154,GC
X-154_LEE011 + everolimus,0,5.396804313,combi,X-154,LEE011,everolimus,X-154,GC
X-154_LEE011 + everolimus,4,5.327390614,combi,X-154,LEE011,everolimus,X-154,GC
X-154_LEE011 + everolimus,7,5.049214776,combi,X-154,LEE011,everolimus,X-154,GC
X-154_LEE011 + everolimus,11,4.854371272,combi,X-154,LEE011,everolimus,X-154,GC
X-154_LEE011 + everolimus,14,4.555979942,combi,X-154,LEE011,everolimus,X-154,GC
X-154_LEE011 + everolimus,18,4.838660029,combi,X-154,LEE011,everolimus,X-154,GC
X-154_LEE011 + everolimus,21,5.009301071,combi,X-154,LEE011,everolimus,X-154,GC
X-154_LEE011 + everolimus,25,4.936629881,combi,X-154,LEE011,everolimus,X-154,GC
X-154_LEE011 + everolimus,28,5.289781036,combi,X-154,LEE011,everolimus,X-154,GC
X-154_LEE011 + everolimus,33,5.24807615,combi,X-154,LEE011,everolimus,X-154,GC
X-154_LEE011 + everolimus,46,5.514637693,combi,X-154,LEE011,everolimus,X-154,GC
X-154_LEE011 + everolimus,54,5.530222424,combi,X-154,LEE011,everolimus,X-154,GC
X-154_LEE011 + everolimus,57,5.562986665,combi,X-154,LEE011,everolimus,X-154,GC
X-154_LEE011 + everolimus,60,5.604698516,combi,X-154,LEE011,everolimus,X-154,GC
X-154_LEE011 + everolimus,63,5.556441887,combi,X-154,LEE011,everolimus,X-154,GC
X-154_LEE011 + everolimus,67,5.838313368,combi,X-154,LEE011,everolimus,X-154,GC
X-154_LEE011 + everolimus,70,5.905361848,combi,X-154,LEE011,everolimus,X-154,GC
X-154_LEE011 + everolimus,74,5.788123623,combi,X-154,LEE011,everolimus,X-154,GC
X-154_LEE011 + everolimus,77,5.891644212,combi,X-154,LEE011,everolimus,X-154,GC
X-154_everolimus,0,5.333201768,mono,X-154,everolimus,NA,X-154,GC
X-154_everolimus,3,5.367843429,mono,X-154,everolimus,NA,X-154,GC
X-154_everolimus,7,5.280662431,mono,X-154,everolimus,NA,X-154,GC
X-154_everolimus,10,5.545958389,mono,X-154,everolimus,NA,X-154,GC
X-154_everolimus,14,5.424068572,mono,X-154,everolimus,NA,X-154,GC
X-154_everolimus,21,5.569107571,mono,X-154,everolimus,NA,X-154,GC
X-154_everolimus,24,5.564903476,mono,X-154,everolimus,NA,X-154,GC
X-154_everolimus,29,5.641552398,mono,X-154,everolimus,NA,X-154,GC
X-154_everolimus,42,5.972791282,mono,X-154,everolimus,NA,X-154,GC
X-154_everolimus,49,6.209997486,mono,X-154,everolimus,NA,X-154,GC
X-154_everolimus,52,6.554930058,mono,X-154,everolimus,NA,X-154,GC
X-154_everolimus,57,6.670893056,mono,X-154,everolimus,NA,X-154,GC
X-154_everolimus,60,6.638305975,mono,X-154,everolimus,NA,X-154,GC
X-154_everolimus,64,6.988136391,mono,X-154,everolimus,NA,X-154,GC
X-154_LJM716 + trastuzumab,0,5.429784129,combi,X-154,LJM716,trastuzumab,X-154,GC
X-154_LJM716 + trastuzumab,2,5.866751303,combi,X-154,LJM716,trastuzumab,X-154,GC
X-154_LJM716 + trastuzumab,6,5.969730055,combi,X-154,LJM716,trastuzumab,X-154,GC
X-154_LJM716 + trastuzumab,9,6.295450486,combi,X-154,LJM716,trastuzumab,X-154,GC
X-154_LJM716 + trastuzumab,13,6.634633358,combi,X-154,LJM716,trastuzumab,X-154,GC
X-154_LJM716 + trastuzumab,16,6.834431615,combi,X-154,LJM716,trastuzumab,X-154,GC
X-154_LJM716 + trastuzumab,20,6.945532643,combi,X-154,LJM716,trastuzumab,X-154,GC
X-154_LJM716 + trastuzumab,23,7.36751916,combi,X-154,LJM716,trastuzumab,X-154,GC
X-158_BYL719,0,5.353278925,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719,3,5.422744945,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719,7,5.18961795,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719,10,5.238036436,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719,14,5.321056854,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719,17,5.47478851,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719,20,5.301312876,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719,26,5.342812606,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719,30,5.240158452,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719,34,5.267858159,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719,37,5.394081989,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719,42,5.404477562,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719,46,5.518255787,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719,51,5.573673789,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719,55,5.678122728,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719,59,5.585374244,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719,63,5.75953249,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719,66,5.87155425,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719,70,5.806940567,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719,73,5.787817204,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719,78,5.912691866,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719,84,5.914313488,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719,89,6.093118201,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719,94,6.064715009,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719,99,6.087229169,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719,104,6.228905403,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719,107,6.416732283,mono,X-158,BYL719,NA,X-158,GC
X-158_BYL719 + HSP990,0,5.560681631,combi,X-158,BYL719,HSP990,X-158,GC
X-158_BYL719 + HSP990,5,5.60837229,combi,X-158,BYL719,HSP990,X-158,GC
X-158_BYL719 + HSP990,9,5.752255128,combi,X-158,BYL719,HSP990,X-158,GC
X-158_BYL719 + HSP990,15,6.011267174,combi,X-158,BYL719,HSP990,X-158,GC
X-158_BYL719 + HSP990,20,6.150389526,combi,X-158,BYL719,HSP990,X-158,GC
X-158_BYL719 + HSP990,23,6.238910391,combi,X-158,BYL719,HSP990,X-158,GC
X-158_BYL719 + HSP990,26,6.154220948,combi,X-158,BYL719,HSP990,X-158,GC
X-158_BYL719 + HSP990,29,6.289715571,combi,X-158,BYL719,HSP990,X-158,GC
X-158_BYL719 + HSP990,34,6.481117606,combi,X-158,BYL719,HSP990,X-158,GC
X-158_BYL719 + HSP990,37,6.422759832,combi,X-158,BYL719,HSP990,X-158,GC
X-158_BYL719 + HSP990,41,6.405889397,combi,X-158,BYL719,HSP990,X-158,GC
X-158_BYL719 + HSP990,44,6.511893907,combi,X-158,BYL719,HSP990,X-158,GC
X-158_BYL719 + HSP990,48,6.057486343,combi,X-158,BYL719,HSP990,X-158,GC
X-158_HSP990,0,5.338018733,mono,X-158,HSP990,NA,X-158,GC
X-158_HSP990,6,5.408963887,mono,X-158,HSP990,NA,X-158,GC
X-158_HSP990,10,5.834810737,mono,X-158,HSP990,NA,X-158,GC
X-158_HSP990,14,5.85220248,mono,X-158,HSP990,NA,X-158,GC
X-158_HSP990,17,5.88109149,mono,X-158,HSP990,NA,X-158,GC
X-158_HSP990,22,6.340711975,mono,X-158,HSP990,NA,X-158,GC
X-158_HSP990,26,6.164366882,mono,X-158,HSP990,NA,X-158,GC
X-158_HSP990,31,6.386037214,mono,X-158,HSP990,NA,X-158,GC
X-158_HSP990,35,6.445402309,mono,X-158,HSP990,NA,X-158,GC
X-158_HSP990,39,6.702328848,mono,X-158,HSP990,NA,X-158,GC
X-158_HSP990,43,6.92981027,mono,X-158,HSP990,NA,X-158,GC
X-158_untreated,0,6.001662372,control,X-158,NA,NA,X-158,GC
X-158_untreated,5,6.45393991,control,X-158,NA,NA,X-158,GC
X-158_untreated,9,6.374343157,control,X-158,NA,NA,X-158,GC
X-158_untreated,13,6.407374913,control,X-158,NA,NA,X-158,GC
X-158_untreated,18,6.527372951,control,X-158,NA,NA,X-158,GC
X-158_untreated,0,5.419649652,control,X-158,NA,NA,X-158,GC
X-158_untreated,5,5.870990394,control,X-158,NA,NA,X-158,GC
X-158_untreated,9,6.618204795,control,X-158,NA,NA,X-158,GC
X-158_untreated,18,7.219495617,control,X-158,NA,NA,X-158,GC
X-158_untreated,22,7.273023197,control,X-158,NA,NA,X-158,GC
X-158_untreated,38,7.346784104,control,X-158,NA,NA,X-158,GC
X-158_untreated,0,5.645446898,control,X-158,NA,NA,X-158,GC
X-158_untreated,5,5.86760056,control,X-158,NA,NA,X-158,GC
X-158_untreated,9,5.734958092,control,X-158,NA,NA,X-158,GC
X-158_untreated,13,6.055377873,control,X-158,NA,NA,X-158,GC
X-158_untreated,18,6.277958414,control,X-158,NA,NA,X-158,GC
X-158_untreated,22,6.07557589,control,X-158,NA,NA,X-158,GC
X-158_untreated,31,6.630947203,control,X-158,NA,NA,X-158,GC
X-158_untreated,38,6.722027929,control,X-158,NA,NA,X-158,GC
X-158_untreated,43,6.84651797,control,X-158,NA,NA,X-158,GC
X-158_untreated,48,6.973917481,control,X-158,NA,NA,X-158,GC
X-158_untreated,60,7.192182059,control,X-158,NA,NA,X-158,GC
X-158_INC280,0,5.532203014,mono,X-158,INC280,NA,X-158,GC
X-158_INC280,5,5.689007189,mono,X-158,INC280,NA,X-158,GC
X-158_INC280,10,5.944110851,mono,X-158,INC280,NA,X-158,GC
X-158_INC280,14,6.085182551,mono,X-158,INC280,NA,X-158,GC
X-158_INC280,18,6.137511048,mono,X-158,INC280,NA,X-158,GC
X-158_INC280,21,6.520915635,mono,X-158,INC280,NA,X-158,GC
X-158_INC280,25,6.499335811,mono,X-158,INC280,NA,X-158,GC
X-158_INC280,28,6.635290172,mono,X-158,INC280,NA,X-158,GC
X-158_INC280,32,6.875748483,mono,X-158,INC280,NA,X-158,GC
X-158_INC280 + trastuzumab,0,5.724565014,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,5,6.1235887,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,10,5.810242386,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,14,6.156767099,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,18,6.223766036,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,21,5.618950539,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,25,5.883600901,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,28,5.935687532,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,32,5.700777966,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,36,5.612397913,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,42,5.295814236,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,47,5.011967739,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,50,4.628886713,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,53,4.310799125,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,56,4.744062185,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,61,4.588024027,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,64,4.708628894,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,68,4.768988271,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,71,4.677490848,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,75,4.768139014,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,79,4.366912997,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,85,4.870606649,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,92,5.373888553,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,96,5.384036242,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,102,5.122772794,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,110,5.060060177,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,112,4.772378105,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,116,4.580877493,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,120,4.989752083,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,126,5.177843213,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,130,5.190732156,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_INC280 + trastuzumab,133,5.196284641,combi,X-158,INC280,trastuzumab,X-158,GC
X-158_trastuzumab,0,5.315174484,mono,X-158,trastuzumab,NA,X-158,GC
X-158_trastuzumab,6,5.679831254,mono,X-158,trastuzumab,NA,X-158,GC
X-158_trastuzumab,10,5.526647445,mono,X-158,trastuzumab,NA,X-158,GC
X-158_trastuzumab,14,5.595083058,mono,X-158,trastuzumab,NA,X-158,GC
X-158_trastuzumab,17,5.713732806,mono,X-158,trastuzumab,NA,X-158,GC
X-158_trastuzumab,22,5.916471568,mono,X-158,trastuzumab,NA,X-158,GC
X-158_trastuzumab,26,6.106577354,mono,X-158,trastuzumab,NA,X-158,GC
X-158_trastuzumab,31,6.21620682,mono,X-158,trastuzumab,NA,X-158,GC
X-158_trastuzumab,35,6.37502482,mono,X-158,trastuzumab,NA,X-158,GC
X-158_LEE011,0,5.555669089,mono,X-158,LEE011,NA,X-158,GC
X-158_LEE011,3,5.552959585,mono,X-158,LEE011,NA,X-158,GC
X-158_LEE011,7,5.631211782,mono,X-158,LEE011,NA,X-158,GC
X-158_LEE011,10,5.700777966,mono,X-158,LEE011,NA,X-158,GC
X-158_LEE011,14,5.869014387,mono,X-158,LEE011,NA,X-158,GC
X-158_LEE011,17,6.036437913,mono,X-158,LEE011,NA,X-158,GC
X-158_LEE011,20,6.115450527,mono,X-158,LEE011,NA,X-158,GC
X-158_LEE011,26,6.311190196,mono,X-158,LEE011,NA,X-158,GC
X-158_LEE011,30,6.376046444,mono,X-158,LEE011,NA,X-158,GC
X-158_LEE011,34,6.536836515,mono,X-158,LEE011,NA,X-158,GC
X-158_LEE011,37,6.590575736,mono,X-158,LEE011,NA,X-158,GC
X-158_LEE011,42,6.614859639,mono,X-158,LEE011,NA,X-158,GC
X-158_LEE011,46,6.794698557,mono,X-158,LEE011,NA,X-158,GC
X-158_LEE011,51,6.917210438,mono,X-158,LEE011,NA,X-158,GC
X-158_LEE011,55,6.980540949,mono,X-158,LEE011,NA,X-158,GC
X-158_LEE011,59,7.113060672,mono,X-158,LEE011,NA,X-158,GC
X-158_LEE011,63,7.371237691,mono,X-158,LEE011,NA,X-158,GC
X-158_LEE011 + everolimus,0,5.463407986,combi,X-158,LEE011,everolimus,X-158,GC
X-158_LEE011 + everolimus,2,5.542830944,combi,X-158,LEE011,everolimus,X-158,GC
X-158_LEE011 + everolimus,6,5.44932024,combi,X-158,LEE011,everolimus,X-158,GC
X-158_LEE011 + everolimus,9,5.631928371,combi,X-158,LEE011,everolimus,X-158,GC
X-158_LEE011 + everolimus,13,5.513025439,combi,X-158,LEE011,everolimus,X-158,GC
X-158_LEE011 + everolimus,17,5.491413997,combi,X-158,LEE011,everolimus,X-158,GC
X-158_LEE011 + everolimus,23,4.991112628,combi,X-158,LEE011,everolimus,X-158,GC
X-158_LEE011 + everolimus,28,5.002603122,combi,X-158,LEE011,everolimus,X-158,GC
X-158_LEE011 + everolimus,31,5.171619714,combi,X-158,LEE011,everolimus,X-158,GC
X-158_LEE011 + everolimus,34,4.993828176,combi,X-158,LEE011,everolimus,X-158,GC
X-158_LEE011 + everolimus,37,4.794963758,combi,X-158,LEE011,everolimus,X-158,GC
X-158_LEE011 + everolimus,42,4.467056884,combi,X-158,LEE011,everolimus,X-158,GC
X-158_LEE011 + everolimus,45,4.549657476,combi,X-158,LEE011,everolimus,X-158,GC
X-158_LEE011 + everolimus,49,4.21508618,combi,X-158,LEE011,everolimus,X-158,GC
X-158_LEE011 + everolimus,52,3.887730313,combi,X-158,LEE011,everolimus,X-158,GC
X-158_LEE011 + everolimus,56,4.540098189,combi,X-158,LEE011,everolimus,X-158,GC
X-158_LEE011 + everolimus,60,4.084294226,combi,X-158,LEE011,everolimus,X-158,GC
X-158_LEE011 + everolimus,66,4.578826211,combi,X-158,LEE011,everolimus,X-158,GC
X-158_LEE011 + everolimus,73,3.975936331,combi,X-158,LEE011,everolimus,X-158,GC
X-158_LEE011 + everolimus,77,3.96271612,combi,X-158,LEE011,everolimus,X-158,GC
X-158_LEE011 + everolimus,83,4.366912997,combi,X-158,LEE011,everolimus,X-158,GC
X-158_LEE011 + everolimus,91,3.939638172,combi,X-158,LEE011,everolimus,X-158,GC
